Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,34.0,0,0,0,0,0,100,0.260936,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,11.0,0,0,100,0,100,100,0.632891,100,0,0,,,100,0,0,0,0,100,0,0.0,,,,6.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0.0,100,0,0,0,0,0,0.632891,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,37.0,0,0,0,0,0,100,0.632891,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0.0,100,0,0,0,0,0,0.632891,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,56.0,0,0,0,0,0,100,0.632891,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,1.501389,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,,7.0,,7.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,1.501389,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,1.501389,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,,,,7.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,3.0,100,0,0,0,0,0,1.501389,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,54.0,0,0,0,0,0,100,1.501389,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,22.0,0,0,100,100,100,100,1.501389,0,0,0,,0.0,100,0,0,0,0,100,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,24.0,0,0,0,0,0,100,1.501389,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,53.0,0,0,0,0,0,100,1.501389,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,1.501389,0,0,0,,,100,0,0,100,0,100,100,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,33.0,0,0,0,0,0,100,1.501389,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,1.501389,100,0,100,0.0,,0,0,100,0,0,0,0,,,1.0,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,23.0,0,0,100,100,100,100,1.501389,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,,2.0,,5.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,1.501389,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,,0,0,0,0,0,0,1.501389,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,38.0,0,0,0,0,0,100,1.911919,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,54.0,0,0,0,0,0,100,1.911919,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,46.0,0,0,0,0,0,100,1.911919,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,1.911919,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,33.0,0,0,0,0,0,100,1.911919,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,27.0,0,0,0,0,0,100,1.911919,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,1.911919,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,1.033854,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,1.033854,0,0,100,,,0,0,100,0,0,0,0,0.0,6.0,,,,0,0,100,0,0.0,0,100,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,1.033854,0,0,100,,,0,0,0,0,0,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,1.033854,100,0,0,,100.0,100,0,0,0,0,100,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,1.033854,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,5.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,29.0,0,0,0,0,0,100,1.033854,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,39.0,0,0,0,0,0,100,1.033854,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,1.033854,100,0,0,,,100,0,100,100,100,100,100,100.0,,2.0,,3.0,0,100,100,0,100.0,100,100,0,100.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,49.0,0,0,0,0,0,100,1.033854,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,1.0,100,0,0,0,0,0,1.033854,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.033854,100,0,0,,100.0,100,0,0,0,0,0,100,0.0,,,,5.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,1.033854,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,1.033854,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,42.0,0,0,0,0,0,100,1.033854,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,39.0,0,0,0,0,0,100,1.033854,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,1.033854,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,44.0,0,0,0,0,0,100,1.597302,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,1.597302,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,5.0,100,0,0,0,0,0,1.597302,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,55.0,0,0,0,0,0,100,1.597302,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,1.597302,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,,0,0,0,0,0,0,1.597302,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,7.0,0,100,0,0,100,100,1.597302,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,100,0,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,5.0,100,0,0,0,0,0,1.597302,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,1.597302,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,33.0,0,0,0,0,0,100,1.597302,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: None/ECE,34.0,0,0,0,0,0,100,0.969234,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,0.969234,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,,1.0,,3.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.969234,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.969234,100,0,0,,100.0,0,0,100,100,100,100,0,100.0,,1.0,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,59.0,0,0,0,0,0,100,0.969234,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.969234,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,6.0,100,0,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.969234,100,0,0,,,100,0,100,100,100,0,0,100.0,4.0,3.0,,3.0,100,0,100,0,100.0,100,100,0,100.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,0.969234,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,11.0,0,0,100,0,100,100,0.969234,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,34.0,0,0,0,0,0,100,0.969234,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.969234,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,19.0,0,0,100,100,100,100,0.969234,0,0,0,,0.0,100,0,0,100,100,0,100,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,56.0,0,0,0,0,0,100,0.969234,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,53.0,0,0,0,0,0,100,0.969234,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,50.0,0,0,0,0,0,100,1.839652,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,59.0,0,0,0,0,0,100,1.839652,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.839652,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,43.0,0,0,0,0,0,100,1.839652,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,5.0,100,0,0,0,0,0,1.839652,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,54.0,0,0,0,0,0,100,1.839652,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,1.839652,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,12.0,0,0,100,100,100,100,1.839652,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,,5.0,,7.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,50.0,0,0,0,0,0,100,1.839652,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,1.839652,0,0,0,,0.0,100,100,0,100,0,100,100,100.0,,,,7.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,36.0,0,0,0,0,0,100,1.839652,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,33.0,0,0,0,0,0,100,1.839652,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,51.0,0,0,0,0,0,100,1.743027,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,19.0,0,0,100,100,100,100,1.743027,0,0,0,,0.0,100,100,100,100,100,100,0,100.0,,1.0,,7.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,29.0,0,0,0,0,0,100,1.743027,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,1.743027,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,10.0,0,0,100,0,100,100,1.743027,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,47.0,0,0,0,0,0,100,1.743027,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,48.0,0,0,0,0,0,100,1.743027,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,20.0,0,0,100,100,100,100,1.743027,100,0,0,,100.0,100,0,0,0,100,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,37.0,0,0,0,0,0,100,1.743027,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,10.0,0,0,100,0,100,100,1.743027,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.977027,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.977027,100,0,0,,100.0,100,0,100,100,100,100,100,100.0,,3.0,,1.0,0,0,100,0,0.0,0,100,0,0.0
Total,2014,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,12.0,0,0,100,100,100,100,0.977027,100,0,0,,100.0,0,100,0,0,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Plain,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,58.0,0,0,0,0,0,100,0.977027,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.977027,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.977027,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.977027,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.977027,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.977027,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.977027,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,28.0,0,0,0,0,0,100,0.811751,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,50.0,0,0,0,0,0,100,0.811751,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.811751,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,18.0,0,0,100,100,100,100,0.811751,100,0,0,,100.0,0,0,0,0,100,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.811751,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Poor,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.811751,0,0,0,,,100,0,100,100,0,100,0,0.0,,1.0,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.811751,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.811751,100,0,0,,,100,0,100,0,100,100,0,100.0,4.0,4.0,,2.0,100,0,100,0,100.0,100,100,0,100.0
Total,2014,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,45.0,0,0,0,0,0,100,0.811751,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,14.0,0,0,100,100,100,100,0.811751,0,0,0,,0.0,100,0,100,100,0,0,100,0.0,,7.0,,3.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.811751,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
