Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,1.577698,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,,0,0,0,0,0,0,1.577698,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,1.577698,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,1.577698,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,35.0,0,0,0,0,0,100,1.577698,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,1.577698,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,14.0,0,0,100,100,100,100,1.577698,0,0,0,,0.0,100,0,100,0,0,100,0,0.0,3.0,1.0,,4.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,11.0,0,0,100,0,100,100,1.577698,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.595543,0,0,0,,0.0,100,0,100,100,100,0,0,0.0,,1.0,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,49.0,0,0,0,0,0,100,0.595543,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.595543,100,0,0,,100.0,100,0,0,100,0,0,100,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,38.0,0,0,0,0,0,100,0.595543,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,38.0,0,0,0,0,0,100,0.595543,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.595543,100,0,0,,,0,0,100,0,0,0,0,0.0,1.0,,,2.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,10.0,0,0,100,0,100,100,0.595543,100,0,0,,,0,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,33.0,0,0,0,0,0,100,0.595543,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.595543,100,0,0,,100.0,100,0,100,100,0,0,100,100.0,,2.0,,4.0,0,100,100,0,100.0,100,100,0,100.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,35.0,0,0,0,0,0,100,0.595543,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.595543,100,0,0,,100.0,0,0,0,100,0,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,30.0,0,0,0,0,0,100,1.163612,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,11.0,0,0,100,0,100,100,1.163612,100,0,0,,,100,0,100,0,100,100,0,100.0,,1.0,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,59.0,0,0,0,0,0,100,1.163612,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,46.0,0,0,0,0,0,100,1.163612,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,17.0,0,0,100,100,100,100,1.163612,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,25.0,0,0,0,0,0,100,1.163612,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,14.0,0,0,100,100,100,100,1.163612,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,,3.0,,3.0,0,0,100,100,100.0,0,100,100,100.0
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,1.163612,0,0,0,,0.0,100,0,0,100,0,100,100,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,10.0,0,0,100,0,100,100,1.163612,0,0,0,,,100,0,100,100,100,0,0,0.0,,3.0,,3.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,1.163612,100,0,0,,100.0,100,100,100,100,100,100,0,100.0,,3.0,,5.0,0,100,100,0,100.0,100,100,0,100.0
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,57.0,0,0,0,0,0,100,1.163612,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,10.0,0,0,100,0,100,100,1.163612,100,0,0,,,100,0,100,100,0,0,0,0.0,,1.0,,3.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,1.097614,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,,1.0,,4.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,1.097614,100,0,0,,,0,0,100,100,0,0,0,0.0,,1.0,,2.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,4.0,100,0,0,0,0,0,1.097614,100,0,0,0.0,,0,0,100,0,0,0,0,,,3.0,,3.0,0,0,100,0,,0,100,0,
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,53.0,0,0,0,0,0,100,1.097614,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,1.097614,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,6.0,0,100,0,0,100,100,1.097614,100,100,100,,,0,0,0,0,0,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,19.0,0,0,100,100,100,100,1.097614,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,,2.0,,3.0,0,100,100,0,100.0,100,100,0,100.0
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,9.0,0,0,100,0,100,100,1.097614,100,0,0,,,100,100,0,0,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,10.0,0,0,100,0,100,100,1.097614,100,0,0,,,100,0,100,0,100,0,0,0.0,3.0,2.0,,4.0,0,100,100,0,100.0,0,100,0,0.0
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,44.0,0,0,0,0,0,100,1.097614,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,51.0,0,0,0,0,0,100,1.097614,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,38.0,0,0,0,0,0,100,1.097614,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,1.097614,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Phnom Penh,Middle,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,1.097614,0,0,0,,0.0,100,0,100,100,100,0,0,0.0,,1.0,,3.0,0,0,100,100,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,16.0,0,0,100,100,100,100,2.140599,100,0,0,,100.0,100,0,0,0,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,53.0,0,0,0,0,0,100,2.140599,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,2.140599,0,0,0,,,100,0,100,100,100,100,0,100.0,3.0,,,3.0,0,0,100,100,100.0,0,100,100,100.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,50.0,0,0,0,0,0,100,2.140599,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,2.0,100,0,0,0,0,0,2.140599,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,18.0,0,0,100,100,100,100,2.140599,0,0,0,,0.0,0,0,0,100,100,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,24.0,0,0,0,0,0,100,2.140599,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,,0,0,0,0,0,0,2.140599,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,52.0,0,0,0,0,0,100,2.140599,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,15.0,0,0,100,100,100,100,2.140599,100,0,0,,100.0,0,0,0,100,100,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,26.0,0,0,0,0,0,100,2.140599,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,5.0,100,0,0,0,0,0,2.140599,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,1.630264,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,18.0,0,0,100,100,100,100,1.630264,100,0,0,,100.0,100,0,100,100,0,0,100,100.0,3.0,,,3.0,0,100,100,0,100.0,100,100,0,100.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,17.0,0,0,100,100,100,100,1.630264,0,0,0,,0.0,100,0,100,0,0,0,100,0.0,3.0,1.0,,4.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,3.0,100,0,0,0,0,0,1.630264,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,12.0,0,0,100,100,100,100,1.630264,100,0,0,,100.0,100,0,0,0,0,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,13.0,0,0,100,100,100,100,1.630264,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,53.0,0,0,0,0,0,100,1.630264,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,1.630264,0,0,0,,0.0,100,0,100,0,0,100,0,0.0,5.0,5.0,,3.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,16.0,0,0,100,100,100,100,1.630264,100,0,0,,100.0,0,0,100,0,0,0,0,0.0,,1.0,,3.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,49.0,0,0,0,0,0,100,1.630264,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,43.0,0,0,0,0,0,100,1.630264,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,18.0,0,0,100,100,100,100,1.630264,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,51.0,0,0,0,0,0,100,1.630264,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,15.0,0,0,100,100,100,100,1.484417,0,0,0,,0.0,100,0,100,0,0,0,0,0.0,1.0,,,3.0,0,0,100,100,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,9.0,0,0,100,0,100,100,1.484417,100,0,0,,,100,0,100,100,0,0,0,0.0,,1.0,,3.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,1.0,100,0,0,0,0,0,1.484417,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Higher,52.0,0,0,0,0,0,100,1.484417,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,1.484417,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,31.0,0,0,0,0,0,100,1.484417,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,33.0,0,0,0,0,0,100,1.484417,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,1.484417,100,0,0,,100.0,100,0,100,100,0,0,0,0.0,,1.0,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,28.0,0,0,0,0,0,100,1.484417,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,48.0,0,0,0,0,0,100,1.484417,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,13.0,0,0,100,100,100,100,1.98702,0,0,0,,0.0,100,0,100,0,100,0,0,0.0,5.0,,,5.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,29.0,0,0,0,0,0,100,1.98702,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,39.0,0,0,0,0,0,100,1.98702,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,24.0,0,0,0,0,0,100,1.98702,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,33.0,0,0,0,0,0,100,1.98702,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,12.0,0,0,100,100,100,100,1.98702,0,0,0,,0.0,100,0,100,0,0,0,0,0.0,3.0,,,3.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,4.0,100,0,0,0,0,0,1.98702,0,100,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,20.0,0,0,100,100,100,100,2.869752,0,0,0,,0.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,34.0,0,0,0,0,0,100,2.869752,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,11.0,0,0,100,0,100,100,2.869752,100,0,0,,,100,0,0,0,100,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,2.869752,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,14.0,0,0,100,100,100,100,2.869752,100,0,0,,100.0,100,0,100,100,100,0,0,100.0,6.0,,,6.0,0,100,100,0,100.0,100,100,0,100.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,22.0,0,0,100,100,100,100,2.869752,0,0,0,,0.0,0,0,100,0,0,0,0,0.0,2.0,,1.0,3.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,41.0,0,0,0,0,0,100,1.342758,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,1.342758,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,29.0,0,0,0,0,0,100,1.342758,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,32.0,0,0,0,0,0,100,1.342758,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,19.0,0,0,100,100,100,100,1.342758,100,0,0,,100.0,100,0,100,100,0,0,0,0.0,,3.0,,3.0,0,100,100,0,100.0,0,100,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,41.0,0,0,0,0,0,100,1.342758,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,10.0,0,0,100,0,100,100,1.342758,0,0,0,,,0,0,100,0,0,100,0,0.0,4.0,,,3.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,21.0,0,0,100,100,100,100,1.342758,0,0,0,,0.0,0,0,100,100,0,0,0,0.0,3.0,,,3.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,38.0,0,0,0,0,0,100,1.342758,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,55.0,0,0,0,0,0,100,1.342758,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,5.0,100,0,0,0,0,0,1.342758,100,0,0,0.0,,0,0,100,0,0,0,0,,3.0,,,3.0,0,0,100,0,,0,100,0,
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,14.0,0,0,100,100,100,100,1.342758,100,0,0,,100.0,100,0,100,100,0,0,0,0.0,,,1.0,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Urban,Phnom Penh,Richest,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,19.0,0,0,100,100,100,100,1.342758,0,0,0,,0.0,100,0,100,0,100,0,0,0.0,,1.0,,1.0,0,0,0,0,0.0,0,0,0,0.0
